Rank,ReleaseDate,Name,Budget,Domestic,Worldwide,Year
3410,1991-10-23,House Party 2,5000000.0,19438638,19438638,1991
3411,1999-03-26,Doug's 1st Movie,5000000.0,19421271,19421271,1999
3412,1981-09-18,Mommie Dearest,5000000.0,19032000,25032000,1981
3413,1988-10-01,Halloween 4: The Return of Michael Myers,5000000.0,17768757,17768757,1988
3414,2011-09-02,Apollo 18,5000000.0,17686929,26517819,2011
3415,1995-09-29,Halloween:  The Curse of Michael Myers,5000000.0,15126948,15126948,1995
3416,1954-01-01,The Egyptian,5000000.0,15000000,15000000,1954
3417,1997-11-07,Eve's Bayou,5000000.0,14843425,14843425,1997
3418,1981-04-10,Nighthawks,5000000.0,14600000,19600000,1981
3419,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,5000000.0,14343976,14343976,1989
3420,2013-03-15,Spring Breakers,5000000.0,14124286,30669531,2013
3421,2002-03-15,Y Tu Mamá También,5000000.0,13649881,33649881,2002
3422,2004-09-24,Shaun of the Dead,5000000.0,13542874,30332385,2004
3423,2008-10-31,The Haunting of Molly Hartley,5000000.0,13442412,15319225,2008
3424,1996-06-21,Lone Star,5000000.0,12961389,12961389,1996
3425,1986-03-27,April Fool's Day,5000000.0,12947763,12947763,1986
3426,1982-04-02,Diner,5000000.0,12592907,12592907,1982
3427,1983-04-15,Lone Wolf McQuade,5000000.0,12232628,12232628,1983
3428,2009-03-13,Sunshine Cleaning,5000000.0,12062558,16462558,2009
3429,1959-01-01,Solomon and Sheba,5000000.0,11000000,11000000,1959
3430,1957-01-01,A Farewell To Arms,5000000.0,11000000,11000000,1957
3431,1982-08-20,The Beastmaster,5000000.0,10751126,10751126,1982
3432,2009-01-09,Not Easily Broken,5000000.0,10572742,10732909,2009
3433,2000-10-06,Digimon: The Movie,5000000.0,9628751,16628751,2000
3434,2004-05-28,Saved!,5000000.0,8886160,10228228,2004
3435,2003-05-09,Les invasions barbares,5000000.0,8460000,8460000,2003
3436,1976-03-11,Robin and Marian,5000000.0,8000000,8000000,1976
3437,1978-12-22,Force 10 from Navarone,5000000.0,7100000,7100000,1978
3438,2001-04-27,The Forsaken,5000000.0,6755271,6755271,2001
3439,1989-07-21,UHF,5000000.0,6157157,6157157,1989
3440,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000.0,6096582,16515203,2010
3441,2006-01-06,Grandma's Boy,5000000.0,6090172,6590172,2006
3442,1998-08-14,Slums of Beverly Hills,5000000.0,5502773,5502773,1998
3443,1969-05-28,C'era una volta il West,5000000.0,5321508,5321508,1969
3444,2001-07-13,Made,5000000.0,5308707,5476060,2001
3445,2004-11-19,La mala educación,5000000.0,5211842,40311842,2004
3446,2009-06-12,Moon,5000000.0,5010163,10676073,2009
3447,2006-05-12,Keeping Up with the Steins,5000000.0,4339241,4414154,2006
3448,1997-10-10,The Sweet Hereafter,5000000.0,4306697,7951247,1997
3449,2011-02-25,Des Hommes et Des Dieux,5000000.0,3954651,46263525,2011
3450,1982-08-27,Jekyll and Hyde... Together Again,5000000.0,3707583,3707583,1982
3451,2011-05-13,Everything Must Go,5000000.0,2712131,2712131,2011
3452,2014-10-10,Kill the Messenger,5000000.0,2416329,2416329,2014
3453,2010-12-17,Rabbit Hole,5000000.0,2229058,5839592,2010
3454,1998-01-30,Zero Effect,5000000.0,2080693,2080693,1998
3455,2004-10-22,The Machinist,5000000.0,1082044,8782570,2004
3456,1992-09-21,Light Sleeper,5000000.0,1050861,1050861,1992
3457,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000.0,851690,851690,2014
3458,2003-08-29,Party Monster,5000000.0,742898,894030,2003
3459,2006-07-14,The Oh in Ohio,5000000.0,418689,648183,2006
3460,1996-02-21,Bottle Rocket,5000000.0,407488,407488,1996
3461,1997-01-17,Albino Alligator,5000000.0,353480,353480,1997
3462,2007-08-03,"Gandhi, My Father",5000000.0,240425,1375194,2007
3463,2008-04-25,Standard Operating Procedure,5000000.0,228830,228830,2008
3464,2011-09-30,Tucker & Dale vs. Evil,5000000.0,223838,5476793,2011
3465,1998-03-27,No Looking Back,5000000.0,143273,143273,1998
3466,2003-06-13,Tycoon,5000000.0,121016,121016,2003
3467,1999-06-04,Desert Blue,5000000.0,99147,99147,1999
3468,2004-02-27,Decoys,5000000.0,84733,96760,2004
3469,2007-11-16,Redacted,5000000.0,65388,765388,2007
3470,2014-10-17,Rudderless,5000000.0,56001,56001,2014
3471,2005-01-28,Fascination,5000000.0,16670,83356,2005
3472,2009-08-14,Grace,5000000.0,8297,8297,2009
3473,2007-01-30,Farce of the Penguins,5000000.0,0,0,2007
3474,2009-02-17,Dead Like Me: Life After Death,5000000.0,0,0,2009
3475,2014-12-31,Area 51,5000000.0,0,0,2014
3476,2014-08-18,Henry & Me,5000000.0,0,0,2014
3477,2013-12-31,Born of War,5000000.0,0,0,2013
3478,2015-12-31,Yoga Hosers,5000000.0,0,0,2015
3479,2008-08-29,Obsluhoval jsem anglického krále,4900000.0,617228,7174984,2008
3480,1996-11-20,Sling Blade,4833610.0,24475416,34175000,1996
3481,2006-01-06,Hostel,4800000.0,47326473,82241110,2006
3482,2011-09-30,Take Shelter,4750000.0,1728953,3128953,2011
3483,2006-01-27,Tristram Shandy: A Cock and Bull Story,4750000.0,1253413,3061763,2006
3484,1986-08-22,The Texas Chainsaw Massacre 2,4700000.0,8025872,8025872,1986
3485,1988-04-22,Lady in White,4700000.0,1705139,1705139,1988
3486,2006-10-13,Driving Lessons,4700000.0,239962,239962,2006
3487,1973-05-23,Pat Garrett and Billy the Kid,4638783.0,8000000,11000000,1973
3488,2004-07-16,Camping Sauvage,4600000.0,3479302,3479302,2004
3489,2012-09-14,Barfi,4600000.0,2804874,36751984,2012
3490,2005-03-04,Dear Frankie,4600000.0,1340891,3147385,2005
3491,2011-06-24,Le nom des gens,4600000.0,514237,9261711,2011
3492,2008-05-28,Savage Grace,4600000.0,434417,968805,2008
3493,2007-10-19,Out of the Blue,4600000.0,728,731767,2007
3494,1984-03-23,Police Academy,4500000.0,81198894,81198894,1984
3495,1994-03-09,Four Weddings and a Funeral,4500000.0,52700832,242895809,1994
3496,1982-08-13,Fast Times at Ridgemont High,4500000.0,27092880,27092880,1982
3497,1996-09-28,Secrets & Lies,4500000.0,13417292,13417292,1996
3498,2002-12-19,25th Hour,4500000.0,13084595,25344490,2002
3499,1956-01-01,Moby Dick,4500000.0,10400000,10400000,1956
3500,1996-10-04,Bound,4500000.0,3802260,7011317,1996
3501,2000-10-06,Requiem for a Dream,4500000.0,3635482,7390108,2000
3502,1962-03-09,State Fair,4500000.0,3500000,3500000,1962
3503,2008-10-24,Låt den rätte komma in,4500000.0,2122085,12247682,2008
3504,1999-02-12,Tango,4500000.0,1687311,5428387,1999
3505,1986-04-23,Salvador,4500000.0,1500000,1500000,1986
3506,2011-09-02,Salvando al Soldado Perez,4500000.0,1400726,9330465,2011
3507,2001-10-26,Donnie Darko,4500000.0,1270522,7696529,2001
3508,1998-03-27,Karakter,4500000.0,713413,713413,1998
3509,2011-08-19,Mozart's Sister,4500000.0,707885,707885,2011
3510,2003-03-14,Spun,4500000.0,410241,1022649,2003
3511,2010-07-23,Life During Wartime,4500000.0,281447,281447,2010
3512,2006-05-04,Chinjeolhan geumjassi,4500000.0,211667,23471871,2006
3513,2011-10-07,Blackthorn,4500000.0,200558,1249765,2011
3514,2003-04-18,Lilja 4-ever,4500000.0,181655,4762172,2003
3515,2010-04-09,After.Life,4500000.0,108596,2481925,2010
3516,2002-02-22,Mean Machine,4500000.0,92723,92723,2002
3517,2007-08-31,Fong juk,4500000.0,51957,51957,2007
3518,2014-09-05,Falcon Rising,4500000.0,11774,11774,2014
3519,2014-11-07,Fugly!,4500000.0,0,0,2014
3520,1975-11-19,One Flew Over the Cuckoo's Nest,4400000.0,108981275,108981275,1975
3521,1976-06-25,Silent Movie,4400000.0,36145695,36145695,1976
3522,2014-06-06,Anna,4357373.0,0,0,2014
3523,2003-06-06,Whale Rider,4300000.0,20779666,39892476,2003
3524,2001-06-13,Sexy Beast,4300000.0,6946056,10154577,2001
3525,2009-12-04,Paa,4300000.0,199228,9791282,2009
3526,1990-10-19,Night of the Living Dead,4200000.0,5835247,5835247,1990
3527,2006-02-17,Nochnoy dozor,4200000.0,1502188,33913542,2006
3528,2010-08-13,Animal Kingdom,4200000.0,1044039,8078683,2010
3529,2010-05-28,George A. Romero's Survival of the Dead,4200000.0,101740,101740,2010
3530,2006-05-23,High School Musical,4200000.0,0,0,2006
3531,1998-03-06,Love and Death on Long Island,4030000.0,2542264,2542264,1998
3532,1982-03-19,Porky's,4000000.0,109492484,109492484,1982
3533,1953-02-05,Peter Pan,4000000.0,87400000,87400000,1953
3534,1992-11-25,The Crying Game,4000000.0,62546695,62546695,1992
3535,2003-09-12,Lost in Translation,4000000.0,44585453,112550685,2003
3536,1977-04-20,Annie Hall,4000000.0,38251425,38251425,1977
3537,1952-01-10,The Greatest Show on Earth,4000000.0,36000000,36000000,1952
3538,1995-10-27,Leaving Las Vegas,4000000.0,31983777,49800000,1995
3539,2001-12-26,Monster's Ball,4000000.0,31273922,43766463,2001
3540,1960-01-01,Exodus,4000000.0,21750000,21750000,1960
3541,2010-07-09,The Kids Are All Right,4000000.0,20811365,36275469,2010
3542,1979-08-17,The Life of Brian,4000000.0,20008693,20008693,1979
3543,2014-04-18,A Haunted House 2,4000000.0,17329487,21206861,2014
3544,2013-03-01,The Last Exorcism Part II,4000000.0,15179303,25448707,2013
3545,1974-12-17,The Front Page,4000000.0,15000000,15000000,1974
3546,1956-01-01,Trapeze,4000000.0,14400000,14400000,1956
3547,1985-08-16,The Return of the Living Dead,4000000.0,14237880,14237880,1985
3548,2004-06-25,De-Lovely,4000000.0,13337299,18396382,2004
3549,1988-11-04,They Live,4000000.0,13000000,13000000,1988
3550,2000-08-04,Saving Grace,4000000.0,12178602,27786849,2000
3551,1963-08-08,The Great Escape,4000000.0,11744471,11744471,1963
3552,2004-02-06,What the #$'! Do We Know,4000000.0,10941801,10941801,2004
3553,2006-07-28,Scoop,4000000.0,10525717,39375361,2006
3554,2001-11-14,The Wash,4000000.0,10097096,10097096,2001
3555,2000-03-01,3 Strikes,4000000.0,9821335,9821335,2000
3556,2008-04-11,The Visitor,4000000.0,9427026,19174817,2008
3557,2003-11-26,The Cooler,4000000.0,8291572,10464788,2003
3558,1961-01-01,The Misfits,4000000.0,8200000,8200000,1961
3559,2006-08-04,The Night Listener,4000000.0,7836393,10770993,2006
3560,1995-02-03,The Jerky Boys,4000000.0,7555256,7555256,1995
3561,2007-12-28,El orfanato,4000000.0,7159147,79673704,2007
3562,2007-05-25,Bug,4000000.0,7006708,8302995,2007
3563,2002-10-11,The Rules of Attraction,4000000.0,6525762,11799060,2002
3564,1969-12-19,Topaz,4000000.0,6000000,6000000,1969
3565,2006-11-17,Let's Go to Prison,4000000.0,4630045,4630045,2006
3566,1995-12-25,Four Rooms,4000000.0,4301000,4301000,1995
3567,2003-04-25,The Real Cancun,4000000.0,3816594,3816594,2003
3568,1988-12-01,Talk Radio,4000000.0,3468572,3468572,1988
3569,1997-01-31,Waiting for Guffman,4000000.0,2922988,2922988,1997
3570,1999-09-10,Love Stinks,4000000.0,2793776,2793776,1999
3571,2007-06-22,You Kill Me,4000000.0,2426851,3858964,2007
3572,2011-06-17,The Art of Getting By,4000000.0,1430241,1791059,2011
3573,2005-09-16,Thumbsucker,4000000.0,1328679,1919197,2005
3574,2011-03-05,Red State,4000000.0,1065429,1065429,2011
3575,2005-09-30,MirrorMask,4000000.0,864959,963224,2005
3576,1987-03-31,"Barbarians, The",4000000.0,800000,800000,1987
3577,2012-10-17,Holy Motors,4000000.0,641054,1624852,2012
3578,2003-02-28,Poolhall Junkies,4000000.0,563711,563711,2003
3579,1999-05-28,The Loss of Sexual Innocence,4000000.0,399793,399793,1999
3580,1988-03-04,Prison,4000000.0,354704,354704,1988
3581,1998-05-01,Shooting Fish,4000000.0,302204,302204,1998
3582,2009-05-08,Adoration,4000000.0,294244,384244,2009
3583,2000-08-04,Psycho Beach Party,4000000.0,267972,267972,2000
3584,2000-01-28,The Big Tease,4000000.0,185577,185577,2000
3585,2003-07-25,Mondays in the Sun,4000000.0,146402,146402,2003
3586,2011-04-01,Trust,4000000.0,120016,120016,2011
3587,2000-12-22,An Everlasting Piece,4000000.0,75078,75078,2000
3588,1999-03-26,Among Giants,4000000.0,64359,64359,1999
3589,1999-07-16,The Velocity of Gary,4000000.0,34145,34145,1999
3590,2002-12-27,Sonny,4000000.0,17639,17639,2002
3591,1997-06-20,The Last Time I Committed Suicide,4000000.0,12836,12836,1997
3592,2011-11-18,Another Happy Day,4000000.0,9120,978527,2011
3593,2012-03-20,A Lonely Place to Die,4000000.0,0,442550,2012
3594,2003-12-31,Nothing,4000000.0,0,0,2003
3595,2012-06-01,The Loved Ones,4000000.0,0,0,2012
3596,2008-08-26,Purple Violets,4000000.0,0,0,2008
3597,1930-01-01,Hell's Angels,4000000.0,0,0,1930
3598,1972-11-09,1776,4000000.0,0,0,1972
3599,2013-12-31,Geograf globus propil,4000000.0,0,0,2013
3600,2012-12-31,The Helpers,4000000.0,0,0,2012
3601,2014-07-11,The Perfect Wave,4000000.0,0,0,2014
3602,1939-12-15,Gone with the Wind,3900000.0,198680470,390525192,1939
3603,1966-12-12,A Man for All Seasons,3900000.0,28350000,28350000,1966
3604,1925-12-30,Ben-Hur,3900000.0,9000000,9000000,1925
3605,1976-01-01,Network,3800000.0,23689877,23689877,1976
3606,2011-01-14,Down for Life,3800000.0,41914,41914,2011
3607,2010-04-30,The Good Heart,3800000.0,20930,340930,2010
3608,1965-04-07,Major Dundee,3800000.0,14873,14873,1965
3609,1950-05-17,Annie Get Your Gun,3768785.0,8000000,8000000,1950
3610,2006-08-11,Casa de Areia,3750000.0,539285,1178175,2006
3611,1970-05-13,The Ballad of Cable Hogue,3716946.0,3500000,5000000,1970
3612,1948-01-01,The Pirate,3700000.0,2956000,2956000,1948
3613,2006-11-21,The History Boys,3700000.0,2730296,13447998,2006
3614,2006-11-03,Unknown,3700000.0,26403,3355048,2006
3615,1969-05-25,Midnight Cowboy,3600000.0,44785053,44785053,1969
3616,1980-07-04,Airplane!,3500000.0,83453539,83453539,1980
3617,1970-01-01,M*A*S*H,3500000.0,81600000,81600000,1970
3618,1997-08-13,The Full Monty,3500000.0,45950122,257938649,1997
3619,1993-05-26,Menace II Society,3500000.0,27731527,27731527,1993
3620,1995-04-26,Friday,3500000.0,27467564,27936778,1995
3621,2002-12-06,Empire,3500000.0,17504595,18495444,2002
3622,2013-02-22,Dark Skies,3500000.0,17418667,21010414,2013
3623,1987-05-01,Creepshow 2,3500000.0,14000000,14000000,1987
3624,1967-01-01,In Cold Blood,3500000.0,13000000,13000000,1967
3625,1959-01-01,The Nun's Story,3500000.0,12800000,12800000,1959
3626,1972-06-21,Frenzy,3500000.0,12600000,12600000,1972
3627,1966-02-23,Harper,3500000.0,12000000,12000000,1966
3628,1998-05-27,I Got the Hook-Up!,3500000.0,10317779,10317779,1998
3629,1996-08-23,She's the One,3500000.0,9482579,13795053,1996
3630,1980-01-01,Terror Train,3500000.0,8000000,8000000,1980
3631,1998-11-06,Gods and Monsters,3500000.0,6451628,6451628,1998
3632,2010-04-16,El secreto de sus ojos,3500000.0,6391436,40527719,2010
3633,1987-03-13,Evil Dead II,3500000.0,5923044,5923044,1987
3634,1985-07-03,Day of the Dead,3500000.0,5804262,34004262,1985
3635,2001-06-29,Pootie Tang,3500000.0,3293258,3293258,2001
3636,2000-04-19,La otra conquista,3500000.0,886410,886410,2000
3637,2011-06-10,Trolljegeren,3500000.0,253444,365568,2011
3638,2007-09-14,Ira and Abby,3500000.0,221096,221096,2007
3639,2006-02-17,Winter Passing,3500000.0,107492,113783,2006
3640,2005-03-25,D.E.B.S.,3500000.0,96793,96793,2005
3641,2009-06-26,Surveillance,3500000.0,27349,1396395,2009
3642,1999-09-17,Taxman,3500000.0,9871,9871,1999
3643,2013-01-29,"Batman: The Dark Knight Returns, Part 2",3500000.0,0,0,2013
3644,2006-11-07,"Secret, The",3500000.0,0,0,2006
3645,2014-03-11,In the Name of the King III,3500000.0,0,0,2014
3646,2013-05-17,Jagten,3450000.0,687185,687185,2013
3647,2005-06-24,La marche de l'empereur,3400000.0,77437223,129437223,2005
3648,1977-12-23,High Anxiety,3400000.0,31063038,31063038,1977
3649,2011-10-21,Margin Call,3400000.0,5353586,17872206,2011
3650,2004-04-23,L'incomparable mademoiselle C.,3400000.0,493905,493905,2004
3651,2008-07-11,August,3400000.0,12636,12636,2008
3652,2007-10-26,Bella,3300000.0,8093373,12405473,2007
3653,2003-01-17,Cidade de Deus,3300000.0,7563397,32059295,2003
3654,2014-10-10,Whiplash,3300000.0,1556972,2261141,2014
3655,2000-05-05,Human Traffic,3300000.0,104257,5422740,2000
3656,2006-12-29,The Dead Girl,3300000.0,19875,19875,2006
3657,1983-11-18,A Christmas Story,3250000.0,20605209,20605209,1983
3658,1982-08-20,Class of 1984,3250000.0,6965361,6965361,1982
3659,2009-01-30,Entre les murs,3250000.0,3766810,34114067,2009
3660,1999-10-29,Dreaming of Joseph Lees,3250000.0,7680,7680,1999
3661,1968-06-12,Rosemary's Baby,3200000.0,33395426,33395426,1968
3662,1962-01-01,The Man Who Shot Liberty Valance,3200000.0,8000000,8000000,1962
3663,2004-07-16,Maria Full of Grace,3200000.0,6529624,14441158,2004
3664,2011-06-03,Beginners,3200000.0,5790894,14314407,2011
3665,2009-07-29,Adam,3200000.0,2277396,2828590,2009
3666,2006-09-22,Feast,3200000.0,56131,341808,2006
3667,1946-01-01,It's a Wonderful Life,3180000.0,6600000,6600000,1946
3668,1996-07-19,Trainspotting,3100000.0,16501785,24000785,1996
3669,1978-07-28,National Lampoon's Animal House,3000000.0,141600000,141600000,1978
3670,2010-10-20,Paranormal Activity 2,3000000.0,84752907,177512032,2010
3671,2013-06-07,The Purge,3000000.0,64473115,91185493,2013
3672,1964-12-22,Goldfinger,3000000.0,51100000,124900000,1964
3673,2012-10-12,Sinister,3000000.0,48086903,87727807,2012
3674,2000-08-18,The Original Kings of Comedy,3000000.0,38168022,38236338,2000
3675,1957-12-18,The Bridge on the River Kwai,3000000.0,33300000,33300000,1957
3676,1978-01-01,Coming Home,3000000.0,32653000,32653000,1978
3677,1998-11-20,Waking Ned Devine,3000000.0,24793251,55193251,1998
3678,1997-08-01,Air Bud,3000000.0,24646936,27788649,1997
3679,2002-10-11,Bowling for Columbine,3000000.0,21576018,58576018,2002
3680,1985-11-01,A Nightmare On Elm Street Part 2: Freddy's Revenge,3000000.0,21163999,21163999,1985
3681,1986-03-07,A Room with a View,3000000.0,20966644,20966644,1986
3682,1975-06-10,Love and Death,3000000.0,20123742,20123742,1975
3683,1986-08-01,Friday the 13th Part VI: Jason Lives,3000000.0,19472057,19472057,1986
3684,2002-08-02,Martin Lawrence Live: RunTelDat,3000000.0,19184820,19184820,2002
3685,1960-01-01,The Apartment,3000000.0,18600000,24600000,1960
3686,2002-02-15,Super Troopers,3000000.0,18492362,23046142,2002
3687,1958-09-20,Cat on a Hot Tin Roof,3000000.0,17570324,17570324,1958
3688,1970-05-26,Beneath the Planet of the Apes,3000000.0,17489009,17489009,1970
3689,2001-04-06,Pokemon 3: The Movie,3000000.0,17052128,68452128,2001
3690,1993-08-13,Jason Goes to Hell: The Final Friday,3000000.0,15935068,15935068,1993
3691,1990-04-27,Spaced Invaders,3000000.0,15000000,15000000,1990
3692,1976-04-09,Family Plot,3000000.0,13200000,13200000,1976
3693,1966-07-16,Torn Curtain,3000000.0,13000000,13000000,1966
3694,2006-03-03,Dave Chappelle's Block Party,3000000.0,11718595,12051924,2006
3695,1985-10-25,Krush Groove,3000000.0,11052713,11052713,1985
3696,1960-01-01,Elmer Gantry,3000000.0,10400000,10400000,1960
3697,2009-05-08,Next Day Air,3000000.0,10027047,10172519,2009
3698,1999-05-12,Trippin',3000000.0,9017070,9017070,1999
3699,1948-01-01,Red River,3000000.0,9012000,9012000,1948
3700,2001-08-08,The Deep End,3000000.0,8823109,10091739,2001
3701,2013-05-24,Before Midnight,3000000.0,8110621,20737030,2013
3702,1987-11-20,Teen Wolf Too,3000000.0,7888000,7888000,1987
3703,2006-04-07,Phat Girlz,3000000.0,7061128,7301080,2006
3704,1988-07-08,Phantasm II,3000000.0,7000000,7000000,1988
3705,2002-10-18,Real Women Have Curves,3000000.0,5853194,5853194,2002
3706,1981-08-28,Gallipoli,3000000.0,5732587,5732587,1981
3707,2006-04-28,Water,3000000.0,5529144,11322573,2006
3708,2000-04-14,East is East,3000000.0,4170647,30438635,2000
3709,2000-09-01,Whipped,3000000.0,4142507,4142507,2000
3710,1997-02-28,Kama Sutra,3000000.0,4109095,4109095,1997
3711,2010-04-30,Please Give,3000000.0,4033574,4570178,2010
3712,1971-06-30,Willy Wonka & the Chocolate Factory,3000000.0,4000000,4000000,1971
3713,1993-09-24,Warlock: The Armageddon,3000000.0,3902679,3902679,1993
3714,1997-04-18,8 Heads in a Duffel Bag,3000000.0,3602884,4002884,1997
3715,1978-09-13,Days of Heaven,3000000.0,3446749,3660880,1978
3716,2002-05-24,Thirteen Conversations About One Thing,3000000.0,3287435,3705923,2002
3717,1999-02-19,Jawbreaker,3000000.0,3076820,3076820,1999
3718,1996-08-09,Basquiat,3000000.0,2962051,2962051,1996
3719,2006-02-24,Tsotsi,3000000.0,2912606,11537539,2006
3720,2010-04-09,Letters to God,3000000.0,2848587,2908902,2010
3721,1998-10-16,Happiness,3000000.0,2746453,5746453,1998
3722,2003-04-04,DysFunkTional Family,3000000.0,2255000,2255000,2003
3723,2012-04-06,Damsels in Distress,3000000.0,1007535,1220699,2012
3724,2011-05-06,Hobo with a Shotgun,3000000.0,703372,834953,2011
3725,2012-09-07,Bachelorette,3000000.0,446770,12577401,2012
3726,2010-01-15,Fish Tank,3000000.0,374675,5922292,2010
3727,2011-09-09,Creature,3000000.0,331000,331000,2011
3728,1996-08-23,Freeway,3000000.0,295493,295493,1996
3729,2006-10-06,Love's Abiding Joy,3000000.0,252726,252726,2006
3730,1993-02-12,Braindead,3000000.0,242623,242623,1993
3731,2010-10-01,Chain Letter,3000000.0,205842,635842,2010
3732,2010-03-26,The Eclipse,3000000.0,133411,133411,2010
3733,2008-03-21,The Grand,3000000.0,115879,115879,2008
3734,2006-03-17,Sommersturm,3000000.0,95204,95204,2006
3735,2014-08-15,Fort McCoy,3000000.0,78798,78798,2014
3736,1999-08-04,The Gambler,3000000.0,51773,101773,1999
3737,2000-10-13,Just Looking,3000000.0,39852,39852,2000
3738,2012-01-13,The Divide,3000000.0,18000,18000,2012
3739,2011-09-09,Tanner Hall,3000000.0,5073,5073,2011
3740,2005-09-30,My Big Fat Independent Movie,3000000.0,4655,4655,2005
3741,2013-01-15,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000.0,0,0,2013
3742,2013-12-31,Enter the Dangerous Mind,3000000.0,0,0,2013
3743,2008-04-15,à L'Intérieur,3000000.0,0,0,2008
3744,1951-07-28,Alice in Wonderland,3000000.0,0,0,1951
3745,2013-12-31,Something Wicked,3000000.0,0,0,2013
3746,2014-12-31,Demonic,3000000.0,0,0,2014
3747,2014-07-08,Point Blank,3000000.0,0,0,2014
3748,2014-10-27,Iguana,3000000.0,0,0,2014
3749,1950-02-15,Cinderella,2900000.0,85000000,85000000,1950
3750,1998-11-20,Central do Brasil,2900000.0,5969553,17006158,1998
3751,1961-01-01,Pocketful of Miracles,2900000.0,5000000,5000000,1961
3752,2006-03-24,Boynton Beach Club,2900000.0,3127472,3127472,2006
3753,2010-10-01,Freakonomics,2900000.0,101270,117270,2010
3754,1959-03-29,Some Like it Hot,2883848.0,25000000,25000000,1959
3755,2005-06-10,High Tension,2850000.0,3681066,6435262,2005
3756,1974-12-15,Young Frankenstein,2800000.0,86300000,86300000,1974
3757,1976-06-25,The Omen,2800000.0,48570885,48570885,1976
3758,2005-07-22,Hustle & Flow,2800000.0,22202809,23563727,2005
3759,1988-05-13,Friday the 13th Part VII: The New Blood,2800000.0,19170001,19170001,1988
3760,2006-09-15,Artie Lange's Beer League,2800000.0,475000,475000,2006
3761,1939-08-25,The Wizard of Oz,2777000.0,33711566,33711566,1939
3762,2008-02-15,Diary of the Dead,2750000.0,952620,5394447,2008
3763,1979-10-17,The Black Stallion,2700000.0,37799643,37799643,1979
3764,1997-06-13,Ulee's Gold,2700000.0,9054736,15600000,1997
3765,2006-09-01,Lage Raho Munna Bhai,2700000.0,2217561,31517561,2006
3766,2008-12-31,Rejsen til Saturn,2700000.0,0,2783634,2008
3767,1963-01-01,Donovan's Reef,2686000.0,6600000,6600000,1963
3768,1998-01-16,The Dress,2650000.0,16556,16556,1998
3769,1943-12-24,A Guy Named Joe,2627000.0,5363000,5363000,1943
3770,1974-01-01,Blazing Saddles,2600000.0,119500000,119500000,1974
3771,1984-04-13,Friday the 13th Part IV: The Final Chapter,2600000.0,32980880,32980880,1984
3772,1987-01-01,Maurice,2600000.0,3130592,3130592,1987
3773,2004-07-09,Riding Giants,2600000.0,2276368,3216111,2004
3774,2008-12-12,Los Cronocrímenes,2600000.0,39127,564474,2008
3775,2007-12-07,Timber Falls,2600000.0,0,0,2007
3776,2008-12-31,Silver Medalist,2600000.0,0,0,2008
3777,1952-04-10,Singin' in the Rain,2540000.0,7200000,7200000,1952
3778,2013-01-11,A Haunted House,2500000.0,40041683,59922558,2013
3779,2012-07-13,2016: Obamas America,2500000.0,33349941,33349941,2012
3780,2013-07-03,Kevin Hart: Let Me Explain,2500000.0,32244051,32327255,2013
3781,2004-07-28,Garden State,2500000.0,26782316,36028802,2004
3782,1996-10-04,That Thing You Do!,2500000.0,25857416,34557416,1996
3783,1981-10-30,Halloween II,2500000.0,25533818,25533818,1981
3784,1982-10-22,Halloween 3: Season of the Witch,2500000.0,14400000,14400000,1982
3785,2008-10-01,Religulous,2500000.0,13011160,13136074,2008
3786,1971-01-01,Escape from the Planet of the Apes,2500000.0,12300000,12300000,1971
3787,1963-05-29,Hud,2500000.0,10000000,10000000,1963
3788,2013-08-02,The Spectacular Now,2500000.0,6852971,6916951,2013
3789,1991-09-29,My Own Private Idaho,2500000.0,6401336,6401336,1991
3790,1995-01-27,Before Sunrise,2500000.0,5274005,5274005,1995
3791,2003-10-03,Sur Le Seuil,2500000.0,2013052,2013052,2003
3792,2000-06-16,Jesus' Son,2500000.0,1282084,1687548,2000
3793,2005-05-27,Saving Face,2500000.0,1187266,1387266,2005
3794,2008-06-20,Brick Lane,2500000.0,1094998,3838486,2008
3795,2003-09-26,My Life Without Me,2500000.0,432360,9476113,2003
3796,2006-03-31,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2500000.0,349132,497195,2006
3797,2011-04-01,Super,2500000.0,327716,518362,2011
3798,2010-04-09,Valley of the Hearts Delight,2500000.0,118666,118666,2010
3799,2010-06-18,8: The Mormon Proposition,2500000.0,100280,100280,2010
3800,2009-04-17,Sleep Dealer,2500000.0,80136,108907,2009
3801,2013-08-16,Underdogs,2500000.0,35017,35017,2013
3802,2000-09-08,Anatomie,2500000.0,9598,9598,2000
3803,2009-12-31,The Calling,2500000.0,0,0,2009
3804,2013-06-21,Alien Uprising,2500000.0,0,0,2013
3805,2010-12-31,Christmas Mail,2500000.0,0,0,2010
3806,2014-07-11,Boyhood,2400000.0,23906444,42095978,2014
3807,1996-10-16,Get on the Bus,2400000.0,5691854,5691854,1996
3808,2007-01-05,Thr3e,2400000.0,1008849,1060418,2007
3809,2007-07-25,This is England,2380000.0,327919,8739576,2007
3810,1944-01-01,Bathing Beauty,2361000.0,3500000,3500000,1944
