AudScore,Cast,CriticsScore,Name,RTData,RTID,Rank,Ratings,RevLink,ReleaseDate,Budget,Domestic,Worldwide,Year,Month
90.0,"[{""name"": ""Christian Bale"", ""characters"": [""Bruce Wayne/Batman""], ""id"": ""162652645""}, {""name"": ""Anne Hathaway"", ""characters"": [""Selina Kyle""], ""id"": ""162656190""}, {""name"": ""Tom Hardy"", ""characters"": [""Bane""], ""id"": ""391527059""}, {""name"": ""Marion Cotillard"", ""characters"": [""Miranda Tate""], ""id"": ""162688286""}, {""name"": ""Joseph Gordon-Levitt"", ""characters"": [""John Blake""], ""id"": ""162666960""}]",88.0,The Dark Knight Rises,"{""ratings"": {""critics_score"": 88, ""audience_score"": 90, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771041731/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771041731/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771041731.json"", ""alternate"": ""http://www.rottentomatoes.com/m/the_dark_knight_rises/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771041731/similar.json""}, ""title"": ""The Dark Knight Rises"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2012-12-04"", ""theater"": ""2012-07-20""}, ""abridged_cast"": [{""name"": ""Christian Bale"", ""characters"": [""Bruce Wayne/Batman""], ""id"": ""162652645""}, {""name"": ""Anne Hathaway"", ""characters"": [""Selina Kyle""], ""id"": ""162656190""}, {""name"": ""Tom Hardy"", ""characters"": [""Bane""], ""id"": ""391527059""}, {""name"": ""Marion Cotillard"", ""characters"": [""Miranda Tate""], ""id"": ""162688286""}, {""name"": ""Joseph Gordon-Levitt"", ""characters"": [""John Blake""], ""id"": ""162666960""}], ""synopsis"": ""It has been eight years since Batman vanished into the night, turning, in that instant, from hero to fugitive. Assuming the blame for the death of D.A. Harvey Dent, the Dark Knight sacrificed everything for what he and Commissioner Gordon both hoped was the greater good. For a time the lie worked, as criminal activity in Gotham City was crushed under the weight of the anti-crime Dent Act. But everything will change with the arrival of a cunning cat burglar with a mysterious agenda. Far more dangerous, however, is the emergence of Bane, a masked terrorist whose ruthless plans for Gotham drive Bruce out of his self-imposed exile. But even if he dons the cape and cowl again, Batman may be no match for Bane.. -- (C) Warner Bros."", ""mpaa_rating"": ""PG-13"", ""year"": 2012, ""alternate_ids"": {""imdb"": ""1345836""}, ""posters"": {""profile"": ""http://content9.flixster.com/movie/11/16/78/11167835_tmb.jpg"", ""detailed"": ""http://content9.flixster.com/movie/11/16/78/11167835_tmb.jpg"", ""thumbnail"": ""http://content9.flixster.com/movie/11/16/78/11167835_tmb.jpg"", ""original"": ""http://content9.flixster.com/movie/11/16/78/11167835_tmb.jpg""}, ""runtime"": 165, ""id"": ""771041731""}",771041731,3,"{""critics_score"": 88, ""audience_score"": 90, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/771041731/reviews.json,2012-07-20,275000000.0,448139099,1079343943,2012,7
52.0,"[{""name"": ""Johnny Depp"", ""characters"": [""Tonto""], ""id"": ""162652817""}, {""name"": ""Armie Hammer"", ""characters"": [""John Reid/The Lone Ranger""], ""id"": ""770805003""}, {""name"": ""William Fichtner"", ""characters"": [""Butch Cavendish""], ""id"": ""162652209""}, {""name"": ""Tom Wilkinson"", ""characters"": [""Cole""], ""id"": ""162653769""}, {""name"": ""Ruth Wilson"", ""characters"": [""Rebecca Reid""], ""id"": ""598551543""}]",31.0,The Lone Ranger,"{""ratings"": {""critics_score"": 31, ""audience_score"": 52, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Spilled""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771017189/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771017189/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771017189.json"", ""alternate"": ""http://www.rottentomatoes.com/m/the_lone_ranger/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771017189/similar.json""}, ""title"": ""The Lone Ranger"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2013-12-17"", ""theater"": ""2013-07-03""}, ""abridged_cast"": [{""name"": ""Johnny Depp"", ""characters"": [""Tonto""], ""id"": ""162652817""}, {""name"": ""Armie Hammer"", ""characters"": [""John Reid/The Lone Ranger""], ""id"": ""770805003""}, {""name"": ""William Fichtner"", ""characters"": [""Butch Cavendish""], ""id"": ""162652209""}, {""name"": ""Tom Wilkinson"", ""characters"": [""Cole""], ""id"": ""162653769""}, {""name"": ""Ruth Wilson"", ""characters"": [""Rebecca Reid""], ""id"": ""598551543""}], ""synopsis"": ""From producer Jerry Bruckheimer and director Gore Verbinski, the filmmaking team behind the blockbuster \""Pirates of the Caribbean\"" franchise, comes Disney/ Jerry Bruckheimer Films' \""The Lone Ranger,\"" a thrilling adventure infused with action and humor, in which the famed masked hero is brought to life through new eyes. Native American spirit warrior Tonto (Johnny Depp) recounts the untold tales that transformed John Reid (Armie Hammer), a man of the law, into a legend of justice-taking the audience on a runaway train of epic surprises and humorous friction as the two unlikely heroes must learn to work together and fight against greed and corruption. (c) Disney"", ""mpaa_rating"": ""PG-13"", ""year"": 2013, ""alternate_ids"": {""imdb"": ""1210819""}, ""posters"": {""profile"": ""http://content9.flixster.com/movie/11/17/21/11172175_tmb.jpg"", ""detailed"": ""http://content9.flixster.com/movie/11/17/21/11172175_tmb.jpg"", ""thumbnail"": ""http://content9.flixster.com/movie/11/17/21/11172175_tmb.jpg"", ""original"": ""http://content9.flixster.com/movie/11/17/21/11172175_tmb.jpg""}, ""runtime"": 149, ""id"": ""771017189""}",771017189,4,"{""critics_score"": 31, ""audience_score"": 52, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Spilled""}",http://api.rottentomatoes.com/api/public/v1.0/movies/771017189/reviews.json,2013-07-02,275000000.0,89289910,259989910,2013,7
60.0,"[{""name"": ""Antonio Sabato Jr."", ""id"": ""270674477""}, {""name"": ""Traci Lords"", ""id"": ""545713843""}, {""name"": ""Taylor Kitsch"", ""characters"": [""John Carter""], ""id"": ""326299816""}, {""name"": ""Lynn Collins"", ""characters"": [""Dejah Thoris""], ""id"": ""162684234""}, {""name"": ""Samantha Morton"", ""characters"": [""Sola""], ""id"": ""162655611""}]",51.0,John Carter,"{""ratings"": {""critics_score"": 51, ""audience_score"": 60, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770801433/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770801433/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770801433.json"", ""alternate"": ""http://www.rottentomatoes.com/m/john_carter/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770801433/similar.json""}, ""title"": ""John Carter"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2012-06-05"", ""theater"": ""2012-03-09""}, ""abridged_cast"": [{""name"": ""Antonio Sabato Jr."", ""id"": ""270674477""}, {""name"": ""Traci Lords"", ""id"": ""545713843""}, {""name"": ""Taylor Kitsch"", ""characters"": [""John Carter""], ""id"": ""326299816""}, {""name"": ""Lynn Collins"", ""characters"": [""Dejah Thoris""], ""id"": ""162684234""}, {""name"": ""Samantha Morton"", ""characters"": [""Sola""], ""id"": ""162655611""}], ""synopsis"": ""From filmmaker Andrew Stanton comes John Carter-a sweeping action-adventure set on the mysterious and exotic planet of Barsoom (Mars). John Carter is based on a classic novel by Edgar Rice Burroughs, whose highly imaginative adventures served as inspiration for many filmmakers, both past and present. The film tells the story of war-weary, former military captain John Carter (Taylor Kitsch), who is inexplicably transported to Mars where he becomes reluctantly embroiled in a conflict of epic proportions amongst the inhabitants of the planet, including Tars Tarkas (Willem Dafoe) and the captivating Princess Dejah Thoris (Lynn Collins). In a world on the brink of collapse, Carter rediscovers his humanity when he realizes that the survival of Barsoom and its people rests in his hands. -- (C) Walt Disney"", ""mpaa_rating"": ""PG-13"", ""year"": 2012, ""alternate_ids"": {""imdb"": ""0401729""}, ""posters"": {""profile"": ""http://content6.flixster.com/movie/11/16/39/11163924_tmb.jpg"", ""detailed"": ""http://content6.flixster.com/movie/11/16/39/11163924_tmb.jpg"", ""thumbnail"": ""http://content6.flixster.com/movie/11/16/39/11163924_tmb.jpg"", ""original"": ""http://content6.flixster.com/movie/11/16/39/11163924_tmb.jpg""}, ""runtime"": 118, ""id"": ""770801433""}",770801433,5,"{""critics_score"": 51, ""audience_score"": 60, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/770801433/reviews.json,2012-03-09,275000000.0,73058679,282778100,2012,3
87.0,"[{""name"": ""Ron Perlman"", ""characters"": [""Stabbington Brother""], ""id"": ""162664018""}, {""name"": ""Jeffrey Tambor"", ""characters"": [""Big Nose Thug""], ""id"": ""162663809""}, {""name"": ""Paul F. Tompkins"", ""characters"": [""Short Thug""], ""id"": ""770791280""}, {""name"": ""M.C. Gainey"", ""characters"": [""Captain of the Guard""], ""id"": ""753488277""}, {""name"": ""Brad Garrett"", ""characters"": [""Hook Hand Thug""], ""id"": ""326395229""}]",89.0,Tangled,"{""ratings"": {""critics_score"": 89, ""audience_score"": 87, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770678818/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770678818/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770678818.json"", ""alternate"": ""http://www.rottentomatoes.com/m/tangled/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770678818/similar.json""}, ""title"": ""Tangled"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2011-03-29"", ""theater"": ""2010-11-24""}, ""abridged_cast"": [{""name"": ""Ron Perlman"", ""characters"": [""Stabbington Brother""], ""id"": ""162664018""}, {""name"": ""Jeffrey Tambor"", ""characters"": [""Big Nose Thug""], ""id"": ""162663809""}, {""name"": ""Paul F. Tompkins"", ""characters"": [""Short Thug""], ""id"": ""770791280""}, {""name"": ""M.C. Gainey"", ""characters"": [""Captain of the Guard""], ""id"": ""753488277""}, {""name"": ""Brad Garrett"", ""characters"": [""Hook Hand Thug""], ""id"": ""326395229""}], ""synopsis"": ""When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs."", ""mpaa_rating"": ""PG"", ""year"": 2010, ""alternate_ids"": {""imdb"": ""0398286""}, ""posters"": {""profile"": ""http://content8.flixster.com/movie/11/15/80/11158038_tmb.png"", ""detailed"": ""http://content8.flixster.com/movie/11/15/80/11158038_tmb.png"", ""thumbnail"": ""http://content8.flixster.com/movie/11/15/80/11158038_tmb.png"", ""original"": ""http://content8.flixster.com/movie/11/15/80/11158038_tmb.png""}, ""runtime"": 100, ""id"": ""770678818""}",770678818,6,"{""critics_score"": 89, ""audience_score"": 87, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/770678818/reviews.json,2010-11-24,260000000.0,200821936,586581936,2010,11
83.0,"[{""name"": ""Orlando Bloom"", ""characters"": [""Legolas""], ""id"": ""162652240""}, {""name"": ""Luke Evans"", ""characters"": [""Bard the Bowman""], ""id"": ""770842583""}, {""name"": ""Evangeline Lilly"", ""characters"": [""Tauriel""], ""id"": ""512423472""}, {""name"": ""Ian McKellen"", ""characters"": [""Gandalf""], ""id"": ""162653241""}, {""name"": ""Martin Freeman (II)"", ""characters"": [""Bilbo""], ""id"": ""162652296""}]",64.0,The Hobbit: An Unexpected Journey,"{""ratings"": {""critics_score"": 64, ""audience_score"": 83, ""critics_rating"": ""Fresh"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770675766/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770675766/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770675766.json"", ""alternate"": ""http://www.rottentomatoes.com/m/the_hobbit_an_unexpected_journey/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770675766/similar.json""}, ""title"": ""The Hobbit: An Unexpected Journey"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2013-03-19"", ""theater"": ""2012-12-14""}, ""abridged_cast"": [{""name"": ""Orlando Bloom"", ""characters"": [""Legolas""], ""id"": ""162652240""}, {""name"": ""Luke Evans"", ""characters"": [""Bard the Bowman""], ""id"": ""770842583""}, {""name"": ""Evangeline Lilly"", ""characters"": [""Tauriel""], ""id"": ""512423472""}, {""name"": ""Ian McKellen"", ""characters"": [""Gandalf""], ""id"": ""162653241""}, {""name"": ""Martin Freeman (II)"", ""characters"": [""Bilbo""], ""id"": ""162652296""}], ""synopsis"": ""The Hobbit: An Unexpected Journey follows title character Bilbo Baggins, who is swept into an epic quest to reclaim the lost Dwarf Kingdom of Erebor, which was long ago conquered by the dragon Smaug. Approached out of the blue by the wizard Gandalf the Grey, Bilbo finds himself joining a company of thirteen dwarves led by the legendary warrior Thorin Oakenshield. Although their goal lies to the East and the wastelands of the Lonely Mountain, first they must escape the goblin tunnels, where Bilbo meets the creature that will change his life forever... Gollum. Here, alone with Gollum, on the shores of an underground lake, the unassuming Bilbo Baggins not only discovers depths ofguile and courage that surprise even him, he also gains possession of Gollum's \""precious\"" ...a simple, gold ring that is tied to the fate of all Middle-earth in ways Bilbo cannot begin to know. -- (C) Warner Bros"", ""mpaa_rating"": ""PG-13"", ""year"": 2012, ""alternate_ids"": {""imdb"": ""0903624""}, ""posters"": {""profile"": ""http://content9.flixster.com/movie/11/17/02/11170263_tmb.jpg"", ""detailed"": ""http://content9.flixster.com/movie/11/17/02/11170263_tmb.jpg"", ""thumbnail"": ""http://content9.flixster.com/movie/11/17/02/11170263_tmb.jpg"", ""original"": ""http://content9.flixster.com/movie/11/17/02/11170263_tmb.jpg""}, ""runtime"": 170, ""id"": ""770675766""}",770675766,8,"{""critics_score"": 64, ""audience_score"": 83, ""critics_rating"": ""Fresh"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/770675766/reviews.json,2012-12-14,250000000.0,303003568,1014703568,2012,12
86.0,"[{""name"": ""Elijah Wood"", ""id"": ""162652512""}, {""name"": ""Andy Serkis"", ""id"": ""269710329""}, {""name"": ""Ian Holm"", ""id"": ""162653927""}, {""name"": ""Bret McKenzie"", ""id"": ""770707172""}, {""name"": ""Barry Humphries"", ""id"": ""415889236""}]",74.0,The Hobbit: The Desolation of Smaug,"{""ratings"": {""critics_score"": 74, ""audience_score"": 86, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771315407/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771315407/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771315407.json"", ""alternate"": ""http://www.rottentomatoes.com/m/the_hobbit_the_desolation_of_smaug/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771315407/similar.json""}, ""title"": ""The Hobbit: The Desolation Of Smaug"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2014-04-08"", ""theater"": ""2013-12-13""}, ""abridged_cast"": [{""name"": ""Elijah Wood"", ""id"": ""162652512""}, {""name"": ""Andy Serkis"", ""id"": ""269710329""}, {""name"": ""Ian Holm"", ""id"": ""162653927""}, {""name"": ""Bret McKenzie"", ""id"": ""770707172""}, {""name"": ""Barry Humphries"", ""id"": ""415889236""}], ""synopsis"": ""The second in a trilogy of films adapting the enduringly popular masterpiece The Hobbit, by J.R.R. Tolkien, The Hobbit: The Desolation of Smaug continues the adventure of the title character Bilbo Baggins (Martin Freeman) as he journeys with the Wizard Gandalf (Ian McKellan) and thirteen Dwarves, led by Thorin Oakenshield (Richard Armitage) on an epic quest to reclaim the lost Dwarf Kingdom of Erebor.(c) WB"", ""mpaa_rating"": ""PG-13"", ""year"": 2013, ""alternate_ids"": {""imdb"": ""1170358""}, ""posters"": {""profile"": ""http://content6.flixster.com/movie/11/17/69/11176940_tmb.jpg"", ""detailed"": ""http://content6.flixster.com/movie/11/17/69/11176940_tmb.jpg"", ""thumbnail"": ""http://content6.flixster.com/movie/11/17/69/11176940_tmb.jpg"", ""original"": ""http://content6.flixster.com/movie/11/17/69/11176940_tmb.jpg""}, ""runtime"": 161, ""id"": ""771315407""}",771315407,10,"{""critics_score"": 74, ""audience_score"": 86, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/771315407/reviews.json,2013-12-13,250000000.0,258366855,950466855,2013,12
54.0,"[{""name"": ""Johnny Depp"", ""characters"": [""Captain Jack Sparrow""], ""id"": ""162652817""}, {""name"": ""Penelope Cruz"", ""characters"": [""Angelica""], ""id"": ""162652351""}, {""name"": ""Ian McShane"", ""characters"": [""Blackbeard""], ""id"": ""326396263""}, {""name"": ""Geoffrey Rush"", ""characters"": [""Captain Hector Barbossa""], ""id"": ""162659119""}, {""name"": ""Kevin McNally"", ""characters"": [""Joshamee Gibbs""], ""id"": ""162720229""}]",33.0,Pirates of the Caribbean: On Stranger Tides,"{""ratings"": {""critics_score"": 33, ""audience_score"": 54, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Spilled""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770855546/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770855546/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770855546.json"", ""alternate"": ""http://www.rottentomatoes.com/m/pirates_of_the_caribbean_on_stranger_tides/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770855546/similar.json""}, ""title"": ""Pirates of the Caribbean: On Stranger Tides"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2011-10-18"", ""theater"": ""2011-05-20""}, ""abridged_cast"": [{""name"": ""Johnny Depp"", ""characters"": [""Captain Jack Sparrow""], ""id"": ""162652817""}, {""name"": ""Penelope Cruz"", ""characters"": [""Angelica""], ""id"": ""162652351""}, {""name"": ""Ian McShane"", ""characters"": [""Blackbeard""], ""id"": ""326396263""}, {""name"": ""Geoffrey Rush"", ""characters"": [""Captain Hector Barbossa""], ""id"": ""162659119""}, {""name"": ""Kevin McNally"", ""characters"": [""Joshamee Gibbs""], ""id"": ""162720229""}], ""synopsis"": ""Johnny Depp returns to his iconic role of Captain Jack Sparrow in an action-packed adventure. Crossing paths with the enigmatic Angelica (Penelope Cruz), he's not sure if it's love-or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the \""Queen Anne's Revenge,\"" the ship of the legendary pirate Blackbeard (Ian McShane), Jack finds himself on an unexpected adventure in which he doesn't know whom to fear more: Blackbeard or Angelica, with whom he shares a mysterious past. -- (C) Disney"", ""mpaa_rating"": ""PG-13"", ""year"": 2011, ""alternate_ids"": {""imdb"": ""1298650""}, ""posters"": {""profile"": ""http://content6.flixster.com/movie/11/15/67/11156760_tmb.jpg"", ""detailed"": ""http://content6.flixster.com/movie/11/15/67/11156760_tmb.jpg"", ""thumbnail"": ""http://content6.flixster.com/movie/11/15/67/11156760_tmb.jpg"", ""original"": ""http://content6.flixster.com/movie/11/15/67/11156760_tmb.jpg""}, ""runtime"": 137, ""id"": ""770855546""}",770855546,11,"{""critics_score"": 33, ""audience_score"": 54, ""critics_rating"": ""Rotten"", ""audience_rating"": ""Spilled""}",http://api.rottentomatoes.com/api/public/v1.0/movies/770855546/reviews.json,2011-05-20,250000000.0,241063875,1043663875,2011,5
99.0,"[{""name"": ""Martin Freeman (II)"", ""characters"": [""Bilbo Baggins""], ""id"": ""162652296""}, {""name"": ""Ian McKellen"", ""characters"": [""Gandalf""], ""id"": ""162653241""}, {""name"": ""Richard Armitage"", ""characters"": [""Thorin Oakenshield""], ""id"": ""546952855""}, {""name"": ""Andy Serkis"", ""characters"": [""Gollum""], ""id"": ""269710329""}, {""name"": ""Elijah Wood"", ""characters"": [""Frodo Baggins""], ""id"": ""162652512""}]",-1.0,The Hobbit: The Battle of the Five Armies,"{""ratings"": {""critics_score"": -1, ""audience_score"": 99}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771181360.json"", ""alternate"": ""http://www.rottentomatoes.com/m/the_hobbit_the_battle_of_the_five_armies/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/similar.json""}, ""title"": ""The Hobbit: The Battle of The Five Armies"", ""release_dates"": {""theater"": ""2014-12-17""}, ""abridged_cast"": [{""name"": ""Martin Freeman (II)"", ""characters"": [""Bilbo Baggins""], ""id"": ""162652296""}, {""name"": ""Ian McKellen"", ""characters"": [""Gandalf""], ""id"": ""162653241""}, {""name"": ""Richard Armitage"", ""characters"": [""Thorin Oakenshield""], ""id"": ""546952855""}, {""name"": ""Andy Serkis"", ""characters"": [""Gollum""], ""id"": ""269710329""}, {""name"": ""Elijah Wood"", ""characters"": [""Frodo Baggins""], ""id"": ""162652512""}], ""synopsis"": ""From Academy Award (R)-winning filmmaker Peter Jackson comes \""The Hobbit: The Battle of the Five Armies,\"" the third in a trilogy of films adapting the enduringly popular masterpiece The Hobbit, by J.R.R. Tolkien. \""The Hobbit: The Battle of the Five Armies\"" brings to an epic conclusion the adventures of Bilbo Baggins, Thorin Oakenshield and the Company of Dwarves. Having reclaimed their homeland from the Dragon Smaug, the Company has unwittingly unleashed a deadly force into the world. Enraged, Smaug rains his fiery wrath down upon the defenseless men, women and children of Lake-town. Obsessed above all else with his reclaimed treasure, Thorin sacrifices friendship and honor tohoard it as Bilbo's frantic attempts to make him see reason drive the Hobbit towards a desperate and dangerous choice. But there are even greater dangers ahead. Unseen by any but the Wizard Gandalf, the great enemy Sauron has sent forth legions of Orcs in a stealth attack upon the Lonely Mountain. As darkness converges on their escalating conflict, the races of Dwarves, Elves and Men must decide - unite or be destroyed. Bilbo finds himself fighting for his life and the lives of his friends in the epic Battle of the Five Armies, as the future of Middle-earth hangs in the balance. (c) Warner Bros"", ""mpaa_rating"": ""Unrated"", ""year"": 2014, ""alternate_ids"": {""imdb"": ""2310332""}, ""posters"": {""profile"": ""http://content9.flixster.com/movie/11/17/97/11179703_tmb.jpg"", ""detailed"": ""http://content9.flixster.com/movie/11/17/97/11179703_tmb.jpg"", ""thumbnail"": ""http://content9.flixster.com/movie/11/17/97/11179703_tmb.jpg"", ""original"": ""http://content9.flixster.com/movie/11/17/97/11179703_tmb.jpg""}, ""runtime"": 205, ""id"": ""771181360""}",771181360,12,"{""critics_score"": -1, ""audience_score"": 99}",http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/reviews.json,2014-12-17,250000000.0,0,0,2014,12
91.0,"[{""name"": ""Robert Downey Jr."", ""characters"": [""Tony Stark/Iron Man""], ""id"": ""162654529""}, {""name"": ""Chris Evans"", ""characters"": [""Steve Rogers/Captain America""], ""id"": ""162652784""}, {""name"": ""Mark Ruffalo"", ""characters"": [""Bruce Banner/The Hulk""], ""id"": ""162653904""}, {""name"": ""Chris Hemsworth"", ""characters"": [""Thor""], ""id"": ""770829335""}, {""name"": ""Scarlett Johansson"", ""characters"": [""Natasha Romanoff/Black Widow""], ""id"": ""162652872""}]",92.0,The Avengers,"{""ratings"": {""critics_score"": 92, ""audience_score"": 91, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}, ""links"": {""reviews"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770740154/reviews.json"", ""cast"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770740154/cast.json"", ""self"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770740154.json"", ""alternate"": ""http://www.rottentomatoes.com/m/marvels_the_avengers/"", ""similar"": ""http://api.rottentomatoes.com/api/public/v1.0/movies/770740154/similar.json""}, ""title"": ""Marvel's The Avengers"", ""critics_consensus"": """", ""release_dates"": {""dvd"": ""2012-09-25"", ""theater"": ""2012-05-04""}, ""abridged_cast"": [{""name"": ""Robert Downey Jr."", ""characters"": [""Tony Stark/Iron Man""], ""id"": ""162654529""}, {""name"": ""Chris Evans"", ""characters"": [""Steve Rogers/Captain America""], ""id"": ""162652784""}, {""name"": ""Mark Ruffalo"", ""characters"": [""Bruce Banner/The Hulk""], ""id"": ""162653904""}, {""name"": ""Chris Hemsworth"", ""characters"": [""Thor""], ""id"": ""770829335""}, {""name"": ""Scarlett Johansson"", ""characters"": [""Natasha Romanoff/Black Widow""], ""id"": ""162652872""}], ""synopsis"": ""Marvel Studios presents Marvel's The Avengers-the Super Hero team up of a lifetime, featuring iconic Marvel Super Heroes Iron Man, The Incredible Hulk, Thor, Captain America, Hawkeye and Black Widow. When an unexpected enemy emerges that threatens global safety and security, Nick Fury, Director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins. -- (C) Marvel"", ""mpaa_rating"": ""PG-13"", ""year"": 2012, ""alternate_ids"": {""imdb"": ""0848228""}, ""posters"": {""profile"": ""http://content8.flixster.com/movie/11/16/38/11163886_tmb.jpg"", ""detailed"": ""http://content8.flixster.com/movie/11/16/38/11163886_tmb.jpg"", ""thumbnail"": ""http://content8.flixster.com/movie/11/16/38/11163886_tmb.jpg"", ""original"": ""http://content8.flixster.com/movie/11/16/38/11163886_tmb.jpg""}, ""runtime"": 142, ""id"": ""770740154""}",770740154,15,"{""critics_score"": 92, ""audience_score"": 91, ""critics_rating"": ""Certified Fresh"", ""audience_rating"": ""Upright""}",http://api.rottentomatoes.com/api/public/v1.0/movies/770740154/reviews.json,2012-05-04,225000000.0,623279547,1514279547,2012,5
